username,location,languages,completed_amount,title,level,rating_score,reviews,collect_count,tags,five_star,four_star,three_star,two_star,one_star,pro,description,about,extra
Waqas,Pakistan,I speak English,89 orders completed,"Don't settle for good, demand great!",Level 2,5,70 reviews for this Gig5,13,||Web development||JavaScript||CSS3||Arduino programming||Adobe Photoshop||PHP||jQuery||Logo design||Graphic design||Adobe Illustrator||+1,(70),(0),(0),(0),(0),N/A,"Don't settle for good, demand great!We are a team of designers (web and graphics), coders ( HTML, CSS3, Javascript, jQuery, C++), developers ( Web Sites, Web Apps, Mobile Apps) and electronics engineers ( Arduino, ESP32).",N/A,||Programming language:JavaScript||Expertise:Algorithms & Data structures•Performance•Design
Imran,Pakistan,"I speak English, Urdu, Pashto",68 orders completed,Emails at your doorstep :v,Level 1,5,28 reviews for this Gig5,9,||HTML5||XD to HTML||HTML email signature||HTML email template||CSS3||HTML||JavaScript||MongoDB||API integration||Express.js||+3,(28),(0),(0),(0),(0),N/A,"Emails at your doorstep :vI am an experienced Front End Web Developer, who combined the art of design with the art of programming. I have worked on many different projects and translated them from UX/UI designs to actual code successfully with accurate results. I possess skills of Javascript, CSS, HTML and I am a very good designer of Responsive HTML pages, Email templates and signatures. Can create Email templates and signature for your organization.I have experience with templates on many different Platforms Like Send grid, Google's Gmail,MailChimp, Sendinblue etc.Read More",N/A,||Programming language:HTML & CSS||Expertise:Debugging•Performance•Testing procedures||Frontend framework:React.js•jQuery•Bootstrap
Maan S,India,I speak English,527 orders completed,simple and efficient,Buyers keep returning,4.9,19 reviews for this Gig4.9,9,||JavaScript||PHP||WordPress||API development||jQuery||React||API integration||HTML||Web API||ASP.NET Web API||+16,(17),(2),(0),(0),(0),N/A,"simple and efficientWith overall 8 Year of experience in software development and Integration. I have done 500+ project (Banking, Ecommerce, Wending Machine, Custom Software) and all of the are running well in many countries.

My Expertise are to Integrate API, Create API, Mobile App Development.
Please checkout my Gigs for more details and do contact us for all type of software enquiry.
Read More",N/A,||Programming language:ASP.NET||Expertise:Algorithms & Data structures•Debugging•Security+2 more||Frontend framework:React.js||Backend framework:Spring
Saidul,Bangladesh,"I speak Bengali, English",171 orders completed,Full Stack Developer,Buyers keep returning,5,155 reviews for this Gig5,74,||PHP||Laravel||PHP development||Laravel development||Laravel framework||PHP Laravel||PHP 8||Codeigniter||Vue.js||Vuex||+14,(155),(0),(0),(0),(0),N/A,"Full Stack DeveloperHello Folks,

My self Saidul, I am a Professional full-stack developer with 7+ years of professional experience in Web App Development, Website Development, using PHP, Laravel, Codeigniter, VueJs, Ajax, JavaScript, jQuery, MySql, MongoDb, CRUD, Cron Job, API Integrations, HTML, CSS, Bootstrap.

I love to get involved in complex problems and algorithms and try my best to reach the perfect solution. My ultimate goal is to provide you with 100% customer satisfaction guaranteed.Read More",N/A,||Programming language:PHP||Expertise:Algorithms & Data structures•Performance•Security
Aimen,Pakistan,"I speak Urdu, English",34 orders completed,N/A,Level 1,5,19 reviews for this Gig5,48,||Web development||React||Node.js||JavaScript||Front-end web development||Redux||Express.js||3D||Next.js||Three.js,(19),(0),(0),(0),(0),N/A,"I am Ayemen and I am a full stack web developer. I have done bachelors in Software Engineering. I have experience with the MERN stack for a variety of projects. I am familiar with libraries like react-bootstrap, react redux etcRead More",N/A,||Programming language:JavaScript||Expertise:Performance•Design||Frontend framework:React.js•jQuery•Tailwind CSS||Backend framework:Express.js•Node.js
Dowran N,Turkmenistan,"I speak English, Turkmen, Russian",676 orders completed,Road to the Fiverr Pro Seller,Top Rated,5,371 reviews for this Gig5,347,||JavaScript||jQuery||Website design||React||Front-end web development||HTML||CSS,(369),(1),(1),(0),(0),N/A,"Road to the Fiverr Pro SellerHello there,
My name is Madilyani and I am a web developer from Turkmenistan. I am a little over 27 years old. I'm afraid of heights and sleep through everything. Friends offer to write another book about how I manage everything, but it seems to me differently - I would have done a lot today, but it's already dark. I love my job and i am not afraid of hard work.
Thank you!
with Love
MadilyaniRead More",N/A,||Programming language:HTML & CSS||Expertise:Algorithms & Data structures•Debugging•Performance+2 more||Frontend framework:React.js•jQuery•Bootstrap•Tailwind CSS•Other
Syed Shahbaz,Pakistan,"I speak Urdu, Hindi, English",141 orders completed,Python Data Scraping and Automation Expert,Level 2,4.9,82 reviews for this Gig4.9,125,||Python||Python automation||Python Flask||Web scraping||Data scraping||Python Django||pandas||Selenium automation||JavaScript||Data cleaning,(79),(1),(0),(1),(1),N/A,"Python Data Scraping and Automation ExpertI’m a Professional Web Scraping Expert, and web Automation Expert, I help clients like you get all kinds of data and also help to create web scrapers and automate their Tasks using Python and give them a task Free Life. I am using the advanced techniques of scraping which makes me different from others. Data Extraction is one the most difficult work because so many different websites which are hard to scrape - I will help you with all of that.Read More",N/A,||Programming language:Python
Rajnish,India,"I speak Gujarati, English, Hindi","2,400 orders completed",Experienced Full Stack Developer,Buyers keep returning,5,"1,348 reviews for this Gig5",578,||Web development||JavaScript||Bootstrap||jQuery||CSS||HTML||PHP||Codeigniter||Shopify,"(1,329)",(16),(2),(1),(0),N/A,"Experienced Full Stack DeveloperI am an Expert Full Stack Developer who loves to develop software , websites , games etc.I also love to teach my skills as well
My goal is to make good relations with the clients at this awesome platform.
Thanks for reviewing my profile.I will try my best to fulfill your requirements.Read More",N/A,||Programming language:HTML & CSS||Expertise:Debugging•Performance•Operating systems
Gohar Muzammil,Pakistan,"I speak Urdu, English, Norwegian",229 orders completed,"I can't cheat, either I'll provide excellent services or won't at all",Level 2,5,154 reviews for this Gig5,153,||Python||Python Django||Python Flask||Python automation||MongoDB||React||Node.js||Express.js||Django||OOPs concepts||+5,(154),(0),(0),(0),(0),N/A,"I can't cheat, either I'll provide excellent services or won't at allHi, I am Gohar Muzammil graduated in BS Computer Science from COMSATS University Islamabad, Lahore campus, Pakistan as a merit scholarship holder.

I have 5+ years of industrial experience in MERN/Python/Django/Flask including my bachelor studies period, also has done many projects throughout my studies.

My ultimate goal is not to cheat! either I'll provide an excellent service or won't at all as quality never comes by accident, I am ready to discuss your needs and always deliver high-quality work fast. Feel free to contact me.Read More",N/A,N/A
Umer Bilal,Pakistan,"I speak Urdu, Hindi, English",100 orders completed,Software Engineer,Level 2,4.9,41 reviews for this Gig4.9,6,||PHP||Web development||Web design||WordPress||Android||iOS||Node.js||MySQL||MongoDB||Laravel||+2,(40),(0),(0),(0),(1),N/A,"Software EngineerHi there, my name is Umer Bilal and I'm a highly skilled software engineer with a background in Computer Science and a Master's degree in Information Security. 

With over 4 years of professional experience, I have a proven track record of delivering high-quality software solutions that meet the unique needs of my clients.

My expertise includes web and mobile app development, database design, and implementation. 

If you're looking for a reliable and talented developer to help bring your ideas to life, I'd be more than happy to help. Let's work together to create something amazing!Read More",N/A,||Programming language:PHP||Expertise:Algorithms & Data structures•Performance•Security
D H Asik,Bangladesh,"I speak Bengali, English, Hindi",646 orders completed,I value my customers' time by providing efficient service,Level 2,5,459 reviews for this Gig5,"1,043",||Web development||Web design||HTML5||CSS3||Bootstrap||Email template||jQuery||Website design||MySQL,(453),(3),(0),(1),(2),N/A,"I value my customers' time by providing efficient serviceHi, Thanks for visiting my profile. It's me DH Asik, an experienced, professional ""HTML Email Template Designer,  Email Signature Designer & MERN developer"". I build top quality, user-friendly and responsive custom Email Templates & Web Sites. You've come to the right place, no need to look for alternatives.Read More","Clients I’ve worked withMacropayBusiness Services & ConsultingI worked with several custom email template designs for Macropay (IT services and IT consulting) through Crissy_r Macropay's marketing specialist. Mainly work for the daily newsletters, promotions.Mar 2022",||Programming language:HTML & CSS
Faisal Malik,Pakistan,"I speak English, French, Spanish",31 orders completed,N/A,Level 1,5,23 reviews for this Gig5,4,||Python||Django||Data scraping||Website development||Web bug fixing||Python automation,(22),(1),(0),(0),(0),N/A,"Looking for a skilled Python developer to take your projects to the next level? Look no further than Faisal Malik! With a degree in computer science and expertise in Django, Flask, Scrapy, NumPy, and OpenCV, I have the precision, creativity, and innovation to deliver exceptional results. Trust me to bring your Python projects to life and take your business to new heights.Read More",N/A,N/A
Jacob,Australia,"I speak English, Chinese",160 orders completed,N/A,Level 2,5,97 reviews for this Gig5,88,||Coding||AutoHotkey||JavaScript||Python,(97),(0),(0),(0),(0),N/A,"I am a software developer that hates doing repetitive tasks. As a result, I have spent a lot of time automating as much of my life as possible!

I primarily automate my windows workflows through AutoHotKey, but I am also experienced in using Python, Javascript, NodeJS and SQL DBs and can do Smart Home Automations.  

I pride myself on going above and beyond for my clients. Feel free to get in touch with me at any time to chat about any technical needs. Read More",N/A,||Programming language:AutoHotkey||Expertise:Algorithms & Data structures•Debugging•Performance+2 more||Frontend framework:Vue.js•jQuery•Bootstrap||Backend framework:Express.js•Node.js
Chandan Haldar,Bangladesh,"I speak English, German, French",517 orders completed,Certified WordPress Website Designer,Level 2,5,245 reviews for this Gig5,86,||Wordpress theme customization||WordPress||Google Maps||Web development||Website migration||Wordpress themes||Elementor||Elementor Pro||+3,(241),(3),(1),(0),(0),N/A,"Certified WordPress Website DesignerHello, I am Chandan Haldar   WordPress Expert. I Have An Experience of More than 5 Years. I Have Completed 700+  WP Website projects for Different Clients.

My Expertise Area :
WordPress Expert (WP)
Business Directory Website 
Familiar With All WordPress Page Builder""
Car or Taxi Booking Website 
Google Maps api key 
Photoshop 
Basically, My goal is to make a business into a brand with my Experience & Hard work.

So, Why are you waiting for?
Feel free to ask anything about your business.
Thankyou Read More",N/A,N/A
